record_id,record_type,document_group,field_name,expected_value,generated_value
D00128,type_b,group_c,primary_date,,NULL
D00128,type_b,group_c,amount_value,16806803.1017,17052392.8340
D00128,type_b,group_c,completion_date,22/10/2025,23/10/2025
D00128,type_b,group_c,end_date,07/07/2033,7/7/2033
D00128,type_b,group_c,category_code,CODE_A,CODE_A
D00128,type_b,group_c,type_aondary_date,NULL,NO_DATA_FOUND
D00128,type_b,group_c,start_date,28/7/2025,13/08/2025
D00128,type_b,group_c,effective_date,26/10/2025,26/10/2025
D00128,type_b,group_c,rate_value,0.048425,0.0497
D00128,type_b,group_c,rate_frequency,periodic_q,periodic_m
D00128,type_b,group_c,rule_type,rule_basis_b,act/360
D00128,type_b,group_c,adjustment_rule,following,following
D00128,type_b,group_c,reference_code,,hallucinated value
D00128,type_b,group_c,delta_value,N/A,NULL
D00128,type_b,group_c,value_type,static,variable
D00128,type_b,group_c,price_value,CODE_A 113.95,116.6845
D00128,type_b,group_c,derived_amount,0.4313,0.4313
D00128,type_b,group_c,total_value,"CODE_A 19,151,149.40",CODE_A 19151149.40
D00128,type_b,group_c,direction_label,inbound,outbound
D00128,type_b,group_c,entity_name,Barclays Bank PLC,Barclays Bank PLC
D00129,type_a,group_b,primary_date,4/8/2025,4/8/2025
D00129,type_a,group_b,amount_value,"2,434,312","2,434,312"
D00129,type_a,group_b,completion_date,05/08/2025,5/8/2025
D00129,type_a,group_b,end_date,25/06/2032,25/06/2032
D00129,type_a,group_b,category_code,CODE_B,code_b
D00129,type_a,group_b,type_aondary_date,07/09/2025,7/9/2025
D00129,type_a,group_b,start_date,12/03/2025,12/03/2025
D00129,type_a,group_b,effective_date,09/08/2025,09/08/2025
D00129,type_a,group_b,rate_value,4.04 %,4.04 %
D00129,type_a,group_b,rate_frequency,N/A,NO_DATA_FOUND
D00129,type_a,group_b,rule_type,rule_basis_a,rule_basis_a
D00129,type_a,group_b,adjustment_rule,adjusted_next,adjusted_next
D00129,type_a,group_b,reference_code,,N/A
D00129,type_a,group_b,delta_value,81.53,BAD_VALUE
D00129,type_a,group_b,value_type,variable,variable
D00129,type_a,group_b,price_value,109,109
D00129,type_a,group_b,derived_amount,0.12,0.12
D00129,type_a,group_b,total_value,"2,648,455.11 CODE_B","2,648,455.11 CODE_B"
D00129,type_a,group_b,direction_label,outbound,outbound
D00129,type_a,group_b,entity_name,,hallucinated value
D00130,type_b,group_b,primary_date,04/12/2025,04/12/2025
D00130,type_b,group_b,amount_value,325824.6146,325824.6146
D00130,type_b,group_b,completion_date,06/12/2025,6/12/2025
D00130,type_b,group_b,end_date,25/09/2035,25/09/2035
D00130,type_b,group_b,category_code,CODE_A,CODE_A
D00130,type_b,group_b,type_aondary_date,05/01/2026,9/1/2026
D00130,type_b,group_b,start_date,NO_DATA_FOUND,N/A
D00130,type_b,group_b,effective_date,04/12/2025,04/12/2025
D00130,type_b,group_b,rate_value,0.045945,0.045945
D00130,type_b,group_b,rate_frequency,periodic_q,periodic_q
D00130,type_b,group_b,rule_type,rule_basis_b,rule_basis_b
D00130,type_b,group_b,adjustment_rule,adjusted_next,adjusted_next
D00130,type_b,group_b,reference_code,REF_A,unknown
D00130,type_b,group_b,delta_value,N/A,999999.99
D00130,type_b,group_b,value_type,variable,static
D00130,type_b,group_b,price_value,CODE_A 97.05,99.8046
D00130,type_b,group_b,derived_amount,NO_DATA_FOUND,NO_DATA_FOUND
D00130,type_b,group_b,total_value,"316,215","316,215"
D00130,type_b,group_b,direction_label,inbound,inbound
D00130,type_b,group_b,entity_name,Entity Alpha LLC,unknown
D00131,type_b,group_b,primary_date,16/08/2025,16/08/2025
D00131,type_b,group_b,amount_value,"CODE_A 539,452.14","CODE_A 539,452.14"
D00131,type_b,group_b,completion_date,19/08/2025,19/08/2025
D00131,type_b,group_b,end_date,05/04/2030,05/04/2030
D00131,type_b,group_b,category_code,CODE_A,code_a
D00131,type_b,group_b,type_aondary_date,8/9/2025,8/9/2025
D00131,type_b,group_b,start_date,N/A,NULL
D00131,type_b,group_b,effective_date,21/08/2025,21/08/2025
D00131,type_b,group_b,rate_value,2.12 %,2.12 %
D00131,type_b,group_b,rate_frequency,periodic_s,periodic_s
D00131,type_b,group_b,rule_type,ACT/365,act/365
D00131,type_b,group_b,adjustment_rule,adjusted_prev,adjusted_prev
D00131,type_b,group_b,reference_code,REF_A,REF_A
D00131,type_b,group_b,delta_value,106.31,106.31
D00131,type_b,group_b,value_type,variable,static
D00131,type_b,group_b,price_value,93.07,93.07
D00131,type_b,group_b,derived_amount,CODE_A 0.29,CODE_A 0.29
D00131,type_b,group_b,total_value,"CODE_A 502,054.82","CODE_A 502,054.82"
D00131,type_b,group_b,direction_label,NULL,NULL
D00131,type_b,group_b,entity_name,HSBC Holdings plc,HSBC Holdings plc
D00132,type_b,group_b,primary_date,NO_DATA_FOUND,N/A
D00132,type_b,group_b,amount_value,"CODE_A 4,565,126.25","CODE_A 4,565,126.25"
D00132,type_b,group_b,completion_date,25/04/2024,25/04/2024
D00132,type_b,group_b,end_date,4/5/2029,16/05/2029
D00132,type_b,group_b,category_code,CODE_A,CODE_A
D00132,type_b,group_b,type_aondary_date,01/07/2024,1/7/2024
D00132,type_b,group_b,start_date,17/03/2024,17/03/2024
D00132,type_b,group_b,effective_date,29/4/2024,29/4/2024
D00132,type_b,group_b,rate_value,RATE 3.618%,0.2500
D00132,type_b,group_b,rate_frequency,periodic_s,periodic_s
D00132,type_b,group_b,rule_type,rule_basis_a,  rule_basis_a  
D00132,type_b,group_b,adjustment_rule,following,following
D00132,type_b,group_b,reference_code,NULL,NULL
D00132,type_b,group_b,delta_value,N/A,
D00132,type_b,group_b,value_type,static,static
D00132,type_b,group_b,price_value,N/A,NO_DATA_FOUND
D00132,type_b,group_b,derived_amount,0.0236,0.0240
D00132,type_b,group_b,total_value,4625985.0663,4625985.0663
D00132,type_b,group_b,direction_label,NULL,
D00132,type_b,group_b,entity_name,Entity Alpha LLC,entity alpha llc
D00133,type_b,group_a,primary_date,20/10/2024,20/10/2024
D00133,type_b,group_a,amount_value,"810,551.72",810551.72
D00133,type_b,group_a,completion_date,21/10/2024,21/10/2024
D00133,type_b,group_a,end_date,07/09/2034,07/09/2034
D00133,type_b,group_a,category_code,CODE_B,CODE_B
D00133,type_b,group_a,type_aondary_date,21/11/2024,21/11/2024
D00133,type_b,group_a,start_date,11/08/2024,11/08/2024
D00133,type_b,group_a,effective_date,24/10/2024,24/10/2024
D00133,type_b,group_a,rate_value,4.1709%,4.1709%
D00133,type_b,group_a,rate_frequency,periodic_q,periodic_m
D00133,type_b,group_a,rule_type,rule_basis_a,rule_basis_a
D00133,type_b,group_a,adjustment_rule,adjusted_next,adjusted_next
D00133,type_b,group_a,reference_code,NULL,N/A
D00133,type_b,group_a,delta_value,,NULL
D00133,type_b,group_a,value_type,static,static
D00133,type_b,group_a,price_value,CODE_B 100.23,CODE_B 100.23
D00133,type_b,group_a,derived_amount,0,0
D00133,type_b,group_a,total_value,"812,384.98","812,384.98"
D00133,type_b,group_a,direction_label,NULL,NULL
D00133,type_b,group_a,entity_name,Entity Beta LLC,unknown
D00134,type_a,group_b,primary_date,30/03/2025,30/03/2025
D00134,type_a,group_b,amount_value,"6,448,387.95 CODE_B",6485309.2259
D00134,type_a,group_b,completion_date,N/A,NULL
D00134,type_a,group_b,end_date,N/A,
D00134,type_a,group_b,category_code,CODE_B,code_b
D00134,type_a,group_b,type_aondary_date,14/04/2025,14/4/2025
D00134,type_a,group_b,start_date,01/03/2025,1/3/2025
D00134,type_a,group_b,effective_date,03/04/2025,15/04/2025
D00134,type_a,group_b,rate_value,4.22 %,4.22 %
D00134,type_a,group_b,rate_frequency,periodic_q,periodic_q
D00134,type_a,group_b,rule_type,rule_basis_a,30|360
D00134,type_a,group_b,adjustment_rule,adjusted_prev,adjusted_prev
D00134,type_a,group_b,reference_code,,N/A
D00134,type_a,group_b,delta_value,NULL,NULL
D00134,type_a,group_b,value_type,static,static
D00134,type_a,group_b,price_value,NO_DATA_FOUND,NO_DATA_FOUND
D00134,type_a,group_b,derived_amount,NO_DATA_FOUND,
D00134,type_a,group_b,total_value,"6,445,831.08 CODE_B",6492990.3015
D00134,type_a,group_b,direction_label,inbound,outbound
D00134,type_a,group_b,entity_name,Deutsche Bank AG,unknown
D00135,type_a,group_a,primary_date,04/07/2025,04/07/2025
D00135,type_a,group_a,amount_value,"2,104,635.75","2,104,635.75"
D00135,type_a,group_a,completion_date,06/07/2025,06/07/2025
D00135,type_a,group_a,end_date,05/03/2035,05/03/2035
D00135,type_a,group_a,category_code,CODE_B,code_b
D00135,type_a,group_a,type_aondary_date,29/09/2025,29/09/2025
D00135,type_a,group_a,start_date,14/06/2025,14/06/2025
D00135,type_a,group_a,effective_date,06/07/2025,06/07/2025
D00135,type_a,group_a,rate_value,5.3695%,5.3695%
D00135,type_a,group_a,rate_frequency,periodic_m,periodic_m
D00135,type_a,group_a,rule_type,ACT/365,act/365
D00135,type_a,group_a,adjustment_rule,following,following
D00135,type_a,group_a,reference_code,,NO_DATA_FOUND
D00135,type_a,group_a,delta_value,151.00,151.00
D00135,type_a,group_a,value_type,variable,variable
D00135,type_a,group_a,price_value,CODE_B 98.49,CODE_B 98.49
D00135,type_a,group_a,derived_amount,0,BAD_VALUE
D00135,type_a,group_a,total_value,"CODE_B 2,072,877.43",2134106.2963
D00135,type_a,group_a,direction_label,outbound,outbound
D00135,type_a,group_a,entity_name,Entity Alpha LLC,  entity alpha llc  
D00136,type_b,group_b,primary_date,NULL,NULL
D00136,type_b,group_b,amount_value,"6,002,227","6,002,227"
D00136,type_b,group_b,completion_date,18/8/2025,18/8/2025
D00136,type_b,group_b,end_date,N/A,NULL
D00136,type_b,group_b,category_code,NULL,N/A
D00136,type_b,group_b,type_aondary_date,09/09/2025,09/09/2025
D00136,type_b,group_b,start_date,09/06/2025,09/06/2025
D00136,type_b,group_b,effective_date,20/08/2025,20/8/2025
D00136,type_b,group_b,rate_value,4.91 %,4.91 %
D00136,type_b,group_b,rate_frequency,periodic_s,periodic_s
D00136,type_b,group_b,rule_type,rule_basis_a,unknown
D00136,type_b,group_b,adjustment_rule,,NO_DATA_FOUND
D00136,type_b,group_b,reference_code,REF_A,REF_A
D00136,type_b,group_b,delta_value,82.41,82.41
D00136,type_b,group_b,value_type,variable,variable
D00136,type_b,group_b,price_value,92.23 CODE_B,92.23 CODE_B
D00136,type_b,group_b,derived_amount,0.2394,0.2422
D00136,type_b,group_b,total_value,"CODE_B 5,535,875.43",CODE_B 5535875.43
D00136,type_b,group_b,direction_label,outbound,outbound
D00136,type_b,group_b,entity_name,JPMorgan Chase & Co.,jpmorgan chase & co.
D00137,type_b,group_a,primary_date,27/1/2024,27/1/2024
D00137,type_b,group_a,amount_value,,NO_DATA_FOUND
D00137,type_b,group_a,completion_date,29/01/2024,29/01/2024
D00137,type_b,group_a,end_date,21/10/2027,21/10/2027
D00137,type_b,group_a,category_code,CODE_A,CODE_A
D00137,type_b,group_a,type_aondary_date,31/03/2024,2026-01-01
D00137,type_b,group_a,start_date,11/8/2023,11/8/2023
D00137,type_b,group_a,effective_date,30/01/2024,30/01/2024
D00137,type_b,group_a,rate_value,0.059201,0.059201
D00137,type_b,group_a,rate_frequency,periodic_q,periodic_m
D00137,type_b,group_a,rule_type,ACT/365,act/365
D00137,type_b,group_a,adjustment_rule,following,following
D00137,type_b,group_a,reference_code,,NULL
D00137,type_b,group_a,delta_value,NULL,N/A
D00137,type_b,group_a,value_type,static,  static  
D00137,type_b,group_a,price_value,NO_DATA_FOUND,
D00137,type_b,group_a,derived_amount,0.65,0.6575
D00137,type_b,group_a,total_value,"1,889,802",1905622.3484
D00137,type_b,group_a,direction_label,NO_DATA_FOUND,hallucinated value
D00137,type_b,group_a,entity_name,HSBC Holdings plc,HSBC Holdings plc
D00138,type_b,group_b,primary_date,26/05/2025,05/26/2025
D00138,type_b,group_b,amount_value,"4,473,206.78","4,473,206.78"
D00138,type_b,group_b,completion_date,29/05/2025,29/05/2025
D00138,type_b,group_b,end_date,27/09/2032,27/09/2032
D00138,type_b,group_b,category_code,CODE_B,CODE_A
D00138,type_b,group_b,type_aondary_date,27/07/2025,27/07/2025
D00138,type_b,group_b,start_date,5/5/2025,5/5/2025
D00138,type_b,group_b,effective_date,1/6/2025,1/6/2025
D00138,type_b,group_b,rate_value,RATE 4.068%,4.1279
D00138,type_b,group_b,rate_frequency,periodic_q,periodic_q
D00138,type_b,group_b,rule_type,rule_basis_a,3O/36O
D00138,type_b,group_b,adjustment_rule,adjusted_next,adjusted_next
D00138,type_b,group_b,reference_code,NO_DATA_FOUND,N/A
D00138,type_b,group_b,delta_value,,NULL
D00138,type_b,group_b,value_type,static,static
D00138,type_b,group_b,price_value,94,94
D00138,type_b,group_b,derived_amount,0,0
D00138,type_b,group_b,total_value,"4,212,987.85 CODE_B","4,212,987.85 CODE_B"
D00138,type_b,group_b,direction_label,outbound,outbound
D00138,type_b,group_b,entity_name,Entity Alpha LLC,  entity alpha llc  
D00139,type_b,group_c,primary_date,N/A,NULL
D00139,type_b,group_c,amount_value,"9,611,439","9,611,439"
D00139,type_b,group_c,completion_date,11/03/2025,11/03/2025
D00139,type_b,group_c,end_date,02/10/2034,02/10/2034
D00139,type_b,group_c,category_code,CODE_A,CODE_A
D00139,type_b,group_c,type_aondary_date,30/04/2025,30/04/2025
D00139,type_b,group_c,start_date,28/10/2024,28/10/2024
D00139,type_b,group_c,effective_date,09/03/2025,09/03/2025
D00139,type_b,group_c,rate_value,3.83 %,3.83 %
D00139,type_b,group_c,rate_frequency,periodic_s,unknown
D00139,type_b,group_c,rule_type,rule_basis_b,act/360
D00139,type_b,group_c,adjustment_rule,following,  following  
D00139,type_b,group_c,reference_code,NULL,NULL
D00139,type_b,group_c,delta_value,NULL,
D00139,type_b,group_c,value_type,static,static
D00139,type_b,group_c,price_value,106.9463,106.9463
D00139,type_b,group_c,derived_amount,0.4285,0.4285
D00139,type_b,group_c,total_value,"$10,279,083.43",$10279083.43
D00139,type_b,group_c,direction_label,outbound,inbound
D00139,type_b,group_c,entity_name,JPMorgan Chase & Co.,JPMorgan Chase & Co.
D00140,type_b,group_a,primary_date,23/01/2024,23/1/2024
D00140,type_b,group_a,amount_value,2681922.7802,2758877.2812
D00140,type_b,group_a,completion_date,NULL,
D00140,type_b,group_a,end_date,05/09/2032,5/9/2032
D00140,type_b,group_a,category_code,CODE_A,CODE_A
D00140,type_b,group_a,type_aondary_date,N/A,N/A
D00140,type_b,group_a,start_date,N/A,N/A
D00140,type_b,group_a,effective_date,23/01/2024,23/01/2024
D00140,type_b,group_a,rate_value,RATE 1.630%,RATE 1.630%
D00140,type_b,group_a,rate_frequency,NO_DATA_FOUND,
D00140,type_b,group_a,rule_type,rule_basis_b,rule_basis_b
D00140,type_b,group_a,adjustment_rule,adjusted_prev,adjusted_prev
D00140,type_b,group_a,reference_code,REF_A,unknown
D00140,type_b,group_a,delta_value,133.80,133.80
D00140,type_b,group_a,value_type,variable,variable
D00140,type_b,group_a,price_value,97.7858,97.7858
D00140,type_b,group_a,derived_amount,0.0000,0.0000
D00140,type_b,group_a,total_value,"CODE_A 2,622,538.82",2660981.7272
D00140,type_b,group_a,direction_label,outbound,outbound
D00140,type_b,group_a,entity_name,HSBC Holdings plc,HSBC Holdings plc
D00141,type_a,group_b,primary_date,19/08/2025,19/08/2025
D00141,type_a,group_b,amount_value,"4,887,635.68 CODE_B","4,887,635.68 CODE_B"
D00141,type_a,group_b,completion_date,22/8/2025,22/8/2025
D00141,type_a,group_b,end_date,21/07/2031,21/7/2031
D00141,type_a,group_b,category_code,CODE_B,CODE_B
D00141,type_a,group_b,type_aondary_date,06/09/2025,09/06/2025
D00141,type_a,group_b,start_date,NO_DATA_FOUND,N/A
D00141,type_a,group_b,effective_date,20/8/2025,29/08/2025
D00141,type_a,group_b,rate_value,4.81 %,4.81 %
D00141,type_a,group_b,rate_frequency,periodic_m,annual
D00141,type_a,group_b,rule_type,rule_basis_a,rule_basis_a
D00141,type_a,group_b,adjustment_rule,adjusted_prev,unknown
D00141,type_a,group_b,reference_code,REF_A,REF_A
D00141,type_a,group_b,delta_value,114.56,114.56
D00141,type_a,group_b,value_type,variable,static
D00141,type_a,group_b,price_value,108.0104,BAD_VALUE
D00141,type_a,group_b,derived_amount,0.6501,0.6501
D00141,type_a,group_b,total_value,"5,279,155",5279155
D00141,type_a,group_b,direction_label,,hallucinated value
D00141,type_a,group_b,entity_name,Deutsche Bank AG,Deutsche Bank AG
D00142,type_b,group_b,primary_date,,N/A
D00142,type_b,group_b,amount_value,"CODE_A 1,500,915.76","CODE_A 1,500,915.76"
D00142,type_b,group_b,completion_date,27/04/2025,27/4/2025
D00142,type_b,group_b,end_date,18/07/2027,18/07/2027
D00142,type_b,group_b,category_code,CODE_A,CODE_A
D00142,type_b,group_b,type_aondary_date,07/06/2025,07/06/2025
D00142,type_b,group_b,start_date,NULL,23/05/2025
D00142,type_b,group_b,effective_date,01/05/2025,01/05/2025
D00142,type_b,group_b,rate_value,0.094553,0.094553
D00142,type_b,group_b,rate_frequency,annual,annual
D00142,type_b,group_b,rule_type,rule_basis_a,rule_basis_a
D00142,type_b,group_b,adjustment_rule,following,following
D00142,type_b,group_b,reference_code,EURIBOR,unknown
D00142,type_b,group_b,delta_value,184.25,184.25
D00142,type_b,group_b,value_type,variable,variable
D00142,type_b,group_b,price_value,$102.36,$102.36
D00142,type_b,group_b,derived_amount,CODE_A 0.43,0.4345
D00142,type_b,group_b,total_value,NO_DATA_FOUND,999999.99
D00142,type_b,group_b,direction_label,inbound,inbound
D00142,type_b,group_b,entity_name,Entity Beta LLC,unknown
D00143,type_a,group_a,primary_date,26/03/2024,26/03/2024
D00143,type_a,group_a,amount_value,"1,079,602.84 CODE_D","1,079,602.84 CODE_D"
D00143,type_a,group_a,completion_date,28/3/2024,28/3/2024
D00143,type_a,group_a,end_date,31/1/2027,31/1/2027
D00143,type_a,group_a,category_code,CODE_D,CODE_D
D00143,type_a,group_a,type_aondary_date,11/06/2024,11/06/2024
D00143,type_a,group_a,start_date,29/12/2023,29/12/2023
D00143,type_a,group_a,effective_date,01/04/2024,1/4/2024
D00143,type_a,group_a,rate_value,6.3395%,6.3395%
D00143,type_a,group_a,rate_frequency,periodic_m,periodic_m
D00143,type_a,group_a,rule_type,rule_basis_a,rule_basis_a
D00143,type_a,group_a,adjustment_rule,adjusted_next,adjusted_next
D00143,type_a,group_a,reference_code,REF_A,ref_a
D00143,type_a,group_a,delta_value,169.19,169.19
D00143,type_a,group_a,value_type,variable,variable
D00143,type_a,group_a,price_value,98,99.7973
D00143,type_a,group_a,derived_amount,0.68 CODE_D,0.68 CODE_D
D00143,type_a,group_a,total_value,"1,062,954",1062954
D00143,type_a,group_a,direction_label,outbound,inbound
D00143,type_a,group_a,entity_name,Barclays Bank PLC,Barclays Bank PLC
D00144,type_a,group_c,primary_date,07/01/2025,07/01/2025
D00144,type_a,group_c,amount_value,6956598.7459,7097450.5564
D00144,type_a,group_c,completion_date,10/1/2025,1/10/2025
D00144,type_a,group_c,end_date,NO_DATA_FOUND,NO_DATA_FOUND
D00144,type_a,group_c,category_code,CODE_B,code_b
D00144,type_a,group_c,type_aondary_date,01/04/2025,01/04/2025
D00144,type_a,group_c,start_date,10/09/2024,10/09/2024
D00144,type_a,group_c,effective_date,10/01/2025,10/1/2025
D00144,type_a,group_c,rate_value,3.9037%,3.9037%
D00144,type_a,group_c,rate_frequency,,NULL
D00144,type_a,group_c,rule_type,rule_basis_b,act/360
D00144,type_a,group_c,adjustment_rule,following,unknown
D00144,type_a,group_c,reference_code,REF_A,ref_a
D00144,type_a,group_c,delta_value,39.17,39.17
D00144,type_a,group_c,value_type,variable,variable
D00144,type_a,group_c,price_value,103,103
D00144,type_a,group_c,derived_amount,0,0.0000
D00144,type_a,group_c,total_value,7176550.0781,7176550.0781
D00144,type_a,group_c,direction_label,inbound,inbound
D00144,type_a,group_c,entity_name,Morgan Stanley,  morgan stanley  
D00145,type_a,group_b,primary_date,18/12/2024,18/12/2024
D00145,type_a,group_b,amount_value,4205530.0067,4205530.0067
D00145,type_a,group_b,completion_date,21/12/2024,21/12/2024
D00145,type_a,group_b,end_date,17/03/2026,17/3/2026
D00145,type_a,group_b,category_code,CODE_A,CODE_A
D00145,type_a,group_b,type_aondary_date,03/02/2025,03/02/2025
D00145,type_a,group_b,start_date,13/08/2024,13/08/2024
D00145,type_a,group_b,effective_date,N/A,N/A
D00145,type_a,group_b,rate_value,0.039779,0.039779
D00145,type_a,group_b,rate_frequency,periodic_s,periodic_s
D00145,type_a,group_b,rule_type,rule_basis_a,  30|360  
D00145,type_a,group_b,adjustment_rule,adjusted_next,adjusted_next
D00145,type_a,group_b,reference_code,NULL,
D00145,type_a,group_b,delta_value,N/A,N/A
D00145,type_a,group_b,value_type,static,static
D00145,type_a,group_b,price_value,96.4762,98.7852
D00145,type_a,group_b,derived_amount,0.3354,BAD_VALUE
D00145,type_a,group_b,total_value,4057337.2879,4057337.2879
D00145,type_a,group_b,direction_label,outbound,outbound
D00145,type_a,group_b,entity_name,Entity Beta LLC,Entity Beta LLC
D00146,type_b,group_b,primary_date,25/11/2024,25/11/2024
D00146,type_b,group_b,amount_value,"CODE_B 9,369,985.18","CODE_B 9,369,985.18"
D00146,type_b,group_b,completion_date,27/11/2024,04/12/2024
D00146,type_b,group_b,end_date,16/01/2033,16/01/2033
D00146,type_b,group_b,category_code,CODE_B,code_b
D00146,type_b,group_b,type_aondary_date,24/02/2025,24/02/2025
D00146,type_b,group_b,start_date,25/08/2024,25/08/2024
D00146,type_b,group_b,effective_date,28/11/2024,28/11/2024
D00146,type_b,group_b,rate_value,RATE 7.145%,RATE 7.145%
D00146,type_b,group_b,rate_frequency,periodic_q,periodic_q
D00146,type_b,group_b,rule_type,N/A,N/A
D00146,type_b,group_b,adjustment_rule,adjusted_next,adjusted_next
D00146,type_b,group_b,reference_code,REF_A,ref_a
D00146,type_b,group_b,delta_value,,999999.99
D00146,type_b,group_b,value_type,variable,variable
D00146,type_b,group_b,price_value,100,100
D00146,type_b,group_b,derived_amount,0.6459,0.6459
D00146,type_b,group_b,total_value,"9,362,832.06","9,362,832.06"
D00146,type_b,group_b,direction_label,outbound,outbound
D00146,type_b,group_b,entity_name,BNP Paribas S.A.,BNP Paribas S.A.
D00147,type_b,group_a,primary_date,26/11/2025,26/11/2025
D00147,type_b,group_a,amount_value,2204151.0836,2265572.4955
D00147,type_b,group_a,completion_date,29/11/2025,29/11/2025
D00147,type_b,group_a,end_date,02/11/2033,02/11/2033
D00147,type_b,group_a,category_code,CODE_A,code_a
D00147,type_b,group_a,type_aondary_date,26/12/2025,26/12/2025
D00147,type_b,group_a,start_date,07/10/2025,07/10/2025
D00147,type_b,group_a,effective_date,1/12/2025,12/1/2025
D00147,type_b,group_a,rate_value,3.5382%,3.5382%
D00147,type_b,group_a,rate_frequency,periodic_q,periodic_q
D00147,type_b,group_a,rule_type,ACT/365,ACT/365
D00147,type_b,group_a,adjustment_rule,adjusted_next,adjusted_next
D00147,type_b,group_a,reference_code,,
D00147,type_b,group_a,delta_value,,
D00147,type_b,group_a,value_type,static,static
D00147,type_b,group_a,price_value,$95.93,$95.93
D00147,type_b,group_a,derived_amount,0.25,0.25
D00147,type_b,group_a,total_value,"2,114,488","2,114,488"
D00147,type_b,group_a,direction_label,outbound,outbound
D00147,type_b,group_a,entity_name,JPMorgan Chase & Co.,jpmorgan chase & co.
D00148,type_b,group_a,primary_date,14/01/2025,14/01/2025
D00148,type_b,group_a,amount_value,"1,161,125","1,161,125"
D00148,type_b,group_a,completion_date,16/1/2025,16/1/2025
D00148,type_b,group_a,end_date,30/08/2027,30/8/2027
D00148,type_b,group_a,category_code,CODE_A,code_a
D00148,type_b,group_a,type_aondary_date,9/4/2025,9/4/2025
D00148,type_b,group_a,start_date,21/07/2024,21/07/2024
D00148,type_b,group_a,effective_date,NO_DATA_FOUND,N/A
D00148,type_b,group_a,rate_value,0.054749,0.0553
D00148,type_b,group_a,rate_frequency,periodic_q,periodic_q
D00148,type_b,group_a,rule_type,rule_basis_a,rule_basis_a
D00148,type_b,group_a,adjustment_rule,adjusted_prev,unknown
D00148,type_b,group_a,reference_code,NO_DATA_FOUND,N/A
D00148,type_b,group_a,delta_value,,
D00148,type_b,group_a,value_type,NO_DATA_FOUND,N/A
D00148,type_b,group_a,price_value,104.87,104.87
D00148,type_b,group_a,derived_amount,CODE_A 0.58,0.5946
D00148,type_b,group_a,total_value,"$1,217,686.70",1251343.0064
D00148,type_b,group_a,direction_label,inbound,inbound
D00148,type_b,group_a,entity_name,Morgan Stanley,  morgan stanley  
D00149,type_b,group_b,primary_date,20/05/2024,20/05/2024
D00149,type_b,group_b,amount_value,2594436.8446,2594436.8446
D00149,type_b,group_b,completion_date,22/05/2024,22/05/2024
D00149,type_b,group_b,end_date,20/12/2028,20/12/2028
D00149,type_b,group_b,category_code,,N/A
D00149,type_b,group_b,type_aondary_date,01/06/2024,1/6/2024
D00149,type_b,group_b,start_date,07/12/2023,10/12/2023
D00149,type_b,group_b,effective_date,20/5/2024,20/5/2024
D00149,type_b,group_b,rate_value,0.032180,0.032180
D00149,type_b,group_b,rate_frequency,periodic_q,periodic_m
D00149,type_b,group_b,rule_type,rule_basis_b,rule_basis_b
D00149,type_b,group_b,adjustment_rule,adjusted_next,adjusted_next
D00149,type_b,group_b,reference_code,REF_A,ref_a
D00149,type_b,group_b,delta_value,158.10,158.10
D00149,type_b,group_b,value_type,variable,static
D00149,type_b,group_b,price_value,98.4756,98.4756
D00149,type_b,group_b,derived_amount,CODE_A 0.64,0.6558
D00149,type_b,group_b,total_value,"CODE_A 2,554,889.14",CODE_A 2554889.14
D00149,type_b,group_b,direction_label,outbound,outbound
D00149,type_b,group_b,entity_name,HSBC Holdings plc,HSBC Holdings plc
D00150,type_b,group_b,primary_date,11/07/2025,11/7/2025
D00150,type_b,group_b,amount_value,"1,276,824.79",1276824.79
D00150,type_b,group_b,completion_date,12/07/2025,12/07/2025
D00150,type_b,group_b,end_date,NO_DATA_FOUND,NO_DATA_FOUND
D00150,type_b,group_b,category_code,CODE_B,CODE_B
D00150,type_b,group_b,type_aondary_date,06/10/2025,06/10/2025
D00150,type_b,group_b,start_date,06/06/2025,06/06/2025
D00150,type_b,group_b,effective_date,11/07/2025,11/07/2025
D00150,type_b,group_b,rate_value,4.1616%,4.1616%
D00150,type_b,group_b,rate_frequency,periodic_s,unknown
D00150,type_b,group_b,rule_type,rule_basis_a,rule_basis_a
D00150,type_b,group_b,adjustment_rule,following,following
D00150,type_b,group_b,reference_code,NO_DATA_FOUND,NO_DATA_FOUND
D00150,type_b,group_b,delta_value,NULL,N/A
D00150,type_b,group_b,value_type,static,static
D00150,type_b,group_b,price_value,90,90
D00150,type_b,group_b,derived_amount,0.3149,0.3149
D00150,type_b,group_b,total_value,"1,152,277.45 CODE_B","1,152,277.45 CODE_B"
D00150,type_b,group_b,direction_label,outbound,outbound
D00150,type_b,group_b,entity_name,HSBC Holdings plc,HSBC Holdings plc
D00151,type_a,group_b,primary_date,14/11/2024,14/11/2024
D00151,type_a,group_b,amount_value,"22,232,662.56","22,232,662.56"
D00151,type_a,group_b,completion_date,17/11/2024,17/11/2024
D00151,type_a,group_b,end_date,09/08/2027,09/08/2027
D00151,type_a,group_b,category_code,CODE_B,CODE_B
D00151,type_a,group_b,type_aondary_date,13/12/2024,12/13/2024
D00151,type_a,group_b,start_date,04/10/2024,04/10/2024
D00151,type_a,group_b,effective_date,15/11/2024,15/11/2024
D00151,type_a,group_b,rate_value,0.038765,0.038765
